name,abbr,mapped_abbr
stanford university,s u,estados unidos
stanford university,invalid,estados unidos
stanford university,engr,estados unidos
stanford univerity,su,estados unidos
standford university california,stanford univ,estados unidos
standford university,su,estados unidos
staffordshire university,invalid,reino unido
staaliche hochschule fur musik karlsruhe,shmk,alemanha
st petesburg state university,spu,russia
st petersburg technical university,sptu,russia
st petersburg technical university,spstu,russia
state university of belarus,sub,russia/uniao sovietica
state university new york,suny,estados unidos
state university colorado,colorado,estados unidos
state univ novosibirsk,tomsk,uniao sovietica
state institute of art studies,sias,russia
stanford university su estados unidos,su,estados unidos
stanford university school of education sidec,sidec,estados unidos
stanford university junior,univstaj,estados unidos
stanford university california,stanford univ,estados unidos
stanford university,us,estados unidos
stanford university,sun,estados unidos
stanford university,stunc,estados unidos
stanford university,stfu,estados unidos
stanford university,stfd,estados unidos
stanford university,stantford,estados unidos
state university of new york at buffalo,uny,estados unidos
state university of new york at buffalo,sunybuffalo,estados unidos
state university of new york at buffalo,suny,estados unidos
state university of new york at buffala,uny,estados unidos
state university of new york at bufalo,sunybuffalo,estados unidos
state university of new york at binghamton,suny,estados unidos
state university of new york at binghampton,suny,estados unidos
state university of new york at albany,sunya,estados unidos
state university of new york albany,suny,estados unidos
state university of new york,suny esf,estados unidos
state university of new york,suny,estados unidos/reino unido
state university of new jersey,stunivnj,estados unidos
state university of new jersey,rutgers,estados unidos
state university of liege,stl,belgica
state university of lecce,sul,italia
state university of ghent,stug,belgica
state university of new york suny,suny,estados unidos
state university of new york stony brook,sunysbu,estados unidos
state university of new york plattsburgh,suny,estados unidos
state university of new york institute of technology utica,sunyit,estados unidos
state university of new york college of optometry new york,sunyopt,estados unidos
state university of new york college of environmental science and forestry syracuse,sunyesf,estados unidos
state university of new york college buffalo buffalo,suny,estados unidos
state university of new york college buffalo,suny,estados unidos
state university of new york college at buffalo,invalid,estados unidos
state university of new york buffalo state college buffalo,suny,estados unidos
state university of new york binghamton,suny,estados unidos
state university of new york binghamton,binghamton,estados unidos
state university of new york at stony brook,uny,estados unidos
state university of new york at stony brook,sunysb,estados unidos
state university of new york at stony brook,suny,estados unidos
state university of new york at stony brook,su,estados unidos
stony brook university,sbu,estados unidos
stockholms universitet,su,suecia
stockholm university,us,suecia
stockholm university,su,suecia
stirling of university,us,escocia
stiftung tierarztliche hochschule hannover,tiho hannover,alemanha
stevens institute of technology hoboken nj,usa,estados unidos
stevens institute of technology,invalid,estados unidos
stepanov instituto da fisica,sif,italia
stellenbosch university,su,africa do sul
stellbosch,st,africa do sul
state university of verona,suv,italia
state university of pensylvania,sup,estados unidos
state university of new york university at albany albany,suny,estados unidos
state university of new york system,suny,estados unidos
swedish university of agricultural sciences,slualbarp,suecia
swarthmore college,invalid,estados unidos
swansea university wales,sw,reino unido
swansea university,invalid,reino unido
sveriges lantbruksunivesitet,slu,suecia
sveriges lantbruksuniversitet,slu,suecia
sussex university,su,reino unido
surrey university,su,reino unido
suny at stony brooks,ssb,estados unidos
stutgart universitat,su,alemanha
stutgard,stutgard,alemanha
studium biblicum franciscanum,sbf,israel
strathclyde university,su,escocia
strathclyde university,strath,reino unido
stony brook universityr,sbu,estados unidos
stony brook university,stony brook,estados unidos
taras shevchenko national university of kyiv,knu,ucrania
taras shevchenko national university of kyiv,invalid,ucrania
tampereen yliopisto,uta,finlandia
szegedi tudomanyegyetem,invalid,hungria
syracyse university,su,estados unidos
syracuse university estados unidos,syracuse,estados unidos
syracuse university,syuniver,estados unidos
syracuse university,syracuse,estados unidos
syracuse university,syr,estados unidos
syracuse university,su,estados unidos
syracuse university,invalid,estados unidos
synchrotron soleil,invalid,franca
syddansk universitet,sdu,dinamarca
swiss federal research institute wsl birmensdorf,wsl,suica
swiss federal institute of technology zurich,eth zurich,suica
swedish university of agricultural sciences,slualnarp,suecia
technion,tech,israel
technion,te,israel
techniche universitat berlim,tu,alemanha
techniche universitaet berlim,tub,alemanha
technical university sofia,invalid,bulgaria
technical university of denmark,utdenmark,dinamarca
technical university of denmark,tud,dinamarca
technical university of denmark,dtu,dinamarca
technical university of crete,tuc,grecia
technical university munich,tum,alemanha
techinische universitat berlin,tu berlin,alemanha
tech university,ttu,estados unidos
teachers college columbia university,tc,estados unidos
tata institute of social sciences,tiss,india
tata institute of fundamental research,tifr,india
tartu university,tartu,estonia
technische universitaet darmstadt,tu darmstadt,alemanha
technische universitaet clausthal,tu clausthal,alemanha
technische universitaet clausthal,t u clausthal,alemanha
technische universitaet braunschweig,tubs,alemanha
technische universitaet berlin,tuberlin,alemanha
technische universitaet berlin,tub,alemanha
technische hochschule stuttgart,ths,alemanha
technische hochschule mittelhessen,thm,alemanha
technische hochschule darmstadt,tehodarm,alemanha
technisch universitaet muenchen,tum,alemanha
technion israel institute of technology,tiit,israel
technion israel institute of technology,teisinte,israel
technion israel institute of technology,technion,israel
technion israel institute of technology,invalid,israel
technion international,invalid,israel
technische universitat berlin institut fur tec akustik,tub,alemanha
technische universitat berlin,tuberlin,alemanha
technische universitat berlin,tub,alemanha
technische universitat berlin,tu berlin,alemanha
technische universitat berlin,tu,alemanha
technische universitat berlim,tub,alemanha
technische universitat bergakademie freiberg,tubf,alemanha
technische universitat bergakademie freiberg,invalid,alemanha
technische universitat,dresdem,alemanha
technische universital clausthal,tuc,alemanha
technische universitaet munchen,tum,alemanha
technische universitaet muenchen,tum,alemanha
technische universitaet karlsruhe,tuk,alemanha
technische universitaet ilmenau,tu ilmenau,alemanha
technische universitaet dreden,tud,alemanha
technische universitaet darmstadt,tud,alemanha
technische universitat clausthal,tuc,alemanha
technische universitat clausthal,tu clausthal,alemanha
technische universitat clausthal,tu,alemanha
technische universitat clausthal,invalid,alemanha
technische universitat chemnitz,tu,alemanha
technische universitat carolowilhelmina zu braunschweig,carolo,alemanha
technische universitat carolo wilhelmina zu braunschweig,tucwzb,alemanha
technische universitat carolo wilhelmina zu braunschweig,teunicaw,alemanha
technische universitat carolo wilhelmina brauschweig,tubrau,alemanha
technische universitat carolo wilhelmina brauschweig,invalid,alemanha
technische universitat brauschweig,tu brauschweig,alemanha
technische universitat braunschweig,tubs,alemanha
technische universitat braunschweig,tub,alemanha
technische universitat braunschweig,tu,alemanha
technische universitat berlin tub alemanha,tub,alemanha
technische universitat berlin tub,tub,alemanha
technische universitat ilmenau,tu ilmenau,alemanha
technische universitat ilmenau,invalid,alemanha
technische universitat hamburgharburg tuhhalemanha,tui,alemanha
technische universitat hamburgharburg,tuhh,alemanha
technische universitat hamburg harburg,tuhh,alemanha
technische universitat graz,tugraz,austria
technische universitat graz,invalid,austria
technische universitat dresden,tud,alemanha
technische universitat dortmund,tu,alemanha
technische universitat darmstadt alemanha,tud,alemanha
technische universitat darmstadt,tud,alemanha
technische universitat darmstadt,tu,alemanha
technische universitat clausthal zellerfeld,tuclz,alemanha
technische universitat clausthal zellerfeld,t u clz,alemanha
technische universitat clausthal,tuclz,alemanha
technische universitat clausthal,tuclausthal,alemanha
technische unversitaet berlin,tuberlin,alemanha
technische universiteit eindhoven,tue,holanda
technische universiteit delft faculteit civiele techniek en geowetenschappen,tu delft,holanda
technische universiteit delft,tu delft,holanda
technische universitatberlin,tub,alemanha
technische universitat wien,tuwien,austria
technische universitat stuttgart,tus,alemanha
technische universitat stuttgart,invalid,alemanha
technische universitat munchen,tum,alemanha/austria
technische universitat munchen,tmu,alemanha
technische universitat munchen,munchen,alemanha
technische universitat munchen,munche,alemanha
technische universitat munchen,invalid,alemanha
technische universitat karlsruhe,tuk,alemanha
technische universitat kaiserslautern unikl,unikl,alemanha
technische universitat kaiserslautern,tuk,alemanha
telaviv university,teavuniv,israel
tel aviv university,uat,estados unidos
tel aviv university,tau,israel
tehran university of medical sciences,tums,ira
tecnische universitat stuttgart,tus,alemanha
tecnische universitat hamburgharburg,tuh rfa,alemanha
tecnische universitat freiberg,tuf,alemanha
tecnische universita hamburg harburg,tuhh,alemanha
technishe universiteit eindhoven,tue,holanda
technishe universitat munchen,tum,alemanha
technishe universitat braunschweig,tu,alemanha
technishe universitat berlin,tub,alemanha
technishe universitat berlin,tu,alemanha
technishe hochschule merseburg atual universitat marthin lu,thm,alemanha
technishe hochschule merseburg atual marthin luther univers,thm,alemanha
technischen universitat clausthal,tuc,alemanha
texas a m iniversity,texas,estados unidos
teschnische universitat kaiserslautern,unk,alemanha
teschnische universitat kaiserslautern,unikl,alemanha
teschnische universitaet berlin,tuberlin,alemanha
tennessee technological university,invalid,estados unidos
tennessee tech university,ttu,estados unidos
tenessite,tenessite,estados unidos
temple university tu estados unidos,tu,estados unidos
temple university,tu usa,estados unidos
temple university,tu,estados unidos
temple university,temple u,estados unidos
temple university,temple,estados unidos
temple university,invalid,estados unidos
telecom sudparis evry,telecom,franca
telecom paristech,telecom,franca
telecom bretagne brest,telecom,franca
texas a m university health science center college station,tamhsc,estados unidos
texas a m university engineering college station,tamu,estados unidos
texas a m university college of agriculture and life sciences college station,tamu,estados unidos
texas a m university central texas killeen,tamu,estados unidos
texas a m university,tu,estados unidos
texas a m university,texas a m,estados unidos
texas a m university,te,estados unidos
texas a m university,tamus,estados unidos
texas a m university,tamu,estados unidos
texas a m university,ta mu,estados unidos
texas a m university,ta m,estados unidos
texas a m university,t m,estados unidos
texas a m university,t a m u,estados unidos
texas a m univeristy,tamu,estados unidos
texas a m international university,tamiu,estados unidos
texas a m international university,invalid,estados unidos
texas a m university texas agrilife research weslaco,tamu,estados unidos
texas a m university tamu,tamu,estados unidos
texas a m university system office,tamu,estados unidos
texas a m university system college station,texas a m,estados unidos
texas a m university system college station,ta m,estados unidos
texas a m university system,ust,estados unidos
texas a m university system,tus,estados unidos
texas a m university system,texas a m unive,estados unidos
texas a m university system,texas a m u s,estados unidos
texas a m university system,texas a m,estados unidos
texas a m university system,texas,estados unidos
texas a m university system,tamus,estados unidos
texas a m university system,tamu,estados unidos
texas a m university system,ta ms,estados unidos
texas a m university san antonio,tamu,estados unidos
texas a m university kingsville,tamu,estados unidos
the city university,city,reino unido
the center for forensic science research and education,invalid,estados unidos
the catolic university of america,cua,estados unidos
the catholic univrsity of america,cua,estados unidos
the catholic university of america,tcua,estados unidos
the catholic university of america,cua,estados unidos
texas womans university,twu,estados unidos
texas technology university,tetechun,estados unidos
texas tech university,ttu,estados unidos
texas state university at austin,tsu,estados unidos
texas southern university,tsu,estados unidos
texas southern university,invalid,estados unidos
texas agriculture and mechanics university,tamu,estados unidos
texas agricultural mechanical university,tam,estados unidos
texas a m university wildlife fisheries sciences college station,tamu,estados unidos
texas a m university veterinary medicine biomedical sciences college station,tamu,estados unidos
the hospital for sick children,sickkids,canada
the hebrew university of jerusalem,huji,israel
the hatfield polytechnic,hatpolytechnic,reino unido
the graduate center cuny,cuny,estados unidos
the george washinton university,gwu,estados unidos
the george washington university,gwu,estados unidos
the george institute for global health,invalid,australia
the florida state university,fsu,estados unidos
the college of william and mary vims,vims,estados unidos
the city university of new york,tcu,estados unidos
the city university of new york,cuny,estados unidos
the city university of new yord,tcu,estados unidos
the city university of london,cul,estados unidos
the city university london,ul,reino unido
the city university,tcu,reino unido
the city university,city univ,reino unido
the new school for social research,nssr,estados unidos
the new school,invalid,estados unidos
the medical school birmingham university,msbu,reino unido
the maharaja sayajirao university of baroda,vadodara,india
the lutheran theological seminary at philadelphia,ltsp,estados unidos
the london school of economics and political science univers,lseul,reino unido
the london school of economics and political science,lse,reino unido
the king s university,tku,estados unidos
the juilliard school of music,jsm,estados unidos
the juilliard school,invalid,estados unidos
the johns hopkins university,jhu,estados unidos
the johns hopkins univeristy school of medicine,jhusm,estados unidos
the johns hopkins univeristy school of medicine,jhmi,estados unidos
the john hopkins university school of medicine,jhmi,estados unidos
the james hutton institute aberdeen,invalid,reino unido
the james hutton institute,invalid,reino unido
the queen s university of belfast,ub,irlanda
the polytechnic of central london,pcl,reino unido
the pennsylvannia state university psu,psu,estados unidos
the pennsylvania state university,upenn,estados unidos
the pennsylvania state university,tpsu,estados unidos
the pennsylvania state university,psu,estados unidos
the pennsylvania state university,pennstate,estados unidos
the pennsylvania state university,penn state,estados unidos
the penn state university,psu,estados unidos
the oxford research unit oxford,oru,reino unido
the open university,ou,reino unido
the open university,open,reino unido
the ohio state universtity,osu,estados unidos
the ohio state university,tosu,estados unidos
the university of alabama system,ua,estados unidos
the university of alabama,ua,estados unidos
the university of akron,ua,estados unidos
the university of adelaide,adelaide,australia
the texas state university system,tsus,estados unidos
the state university of new york,rutgers,estados unidos
the state university of new jersey ruestados unidos,su,estados unidos
the state university of new jersey,unj,estados unidos
the state university of new jersey,sunj,estados unidos
the state university of new jersey,invalid,estados unidos
the rockfeller university,tru,estados unidos
the research institute for microbiol disease of osaka,osaka,japao
the research institute for microbial disease of osaka univer,osaka,japao
the research inst for microbiol disease of osaka university,osaka,japao
the reading university,thereadingunive,reino unido
the queen s university of belfast irlanda do norte,qubelfast,irlanda
the university of edinburgh,ediuni,escocia
the university of ediburgh,ue,escocia
the university of chicago,uchicago,estados unidos
the university of chicago,uc,estados unidos
the university of chicago,tuc,estados unidos
the university of chicago,invalid,estados unidos
the university of birminhgham,uob,reino unido
the university of birmingham bham,uob,reino unido
the university of birmingham,uob,reino unido
the university of birmingham,ubham,reino unido
the university of birmingham,ub,reino unido
the university of birmingham,birmingham,estados unidos/reino unido
the university of birmingham,bham,reino unido
the university of birgham,ub,reino unido
the university of auckland,invalid,nova zelandia
the university of arizona,ua,estados unidos
the university of kansas lawrence,ku,estados unidos
the university of kansas edwards campus overland park,ku,estados unidos
the university of kansas,uk,estados unidos
the university of kansas,ku,estados unidos
the university of iowa,uiowa,estados unidos
the university of iowa,ui,estados unidos
the university of iowa,invalid,estados unidos
the university of illinois,ui,estados unidos
the university of georgia,ug,estados unidos
the university of electrocommunicationsjapan,uecjapan,japao
the university of electrocommunications,dentsudai,japao
the university of edinburgh the roslin institute,invalid,reino unido
the university of edinburgh mrc human genetics unit,mrc hgu,reino unido
the university of edinburgh medical research council human genetics unit edinburgh,mrc,reino unido
the university of edinburgh,ue,escocia
the university of edinburgh,invalid,reino unido
the university of melbourne,invalid,australia
the university of massachusetts,um,estados unidos
the university of manchester,umist,reino unido
the university of manchester,um,estados unidos/reino unido
the university of manchester,tuom,reino unido
the university of manchester,owens,estados unidos/reino unido
the university of maine,um,estados unidos
the university of maine,invalid,estados unidos
the university of liverpool,uliverpool,reino unido
the university of liverpool,ul,reino unido
the university of liverpool,liverpool,reino unido
the university of leeds,leeds,inglaterra/reino unido
the university of leeds,invalid,reino unido
the university of lancaster,uk,reino unido
the university of lancaster,lancs univ,reino unido
the university of kansas medical center kansas,kumc,estados unidos
the university of newcastle,unew,australia
the university of new mexico,unm,estados unidos
the university of mississipi oxford,olemiss,estados unidos
the university of minnesota,um,estados unidos
the university of michigan annarbor,uma,estados unidos
the university of michigan ann arbor,umich,estados unidos
the university of michigan,uofm,estados unidos
the university of michigan,uof mi,estados unidos
the university of michigan,uof m,estados unidos
the university of michigan,um,estados unidos
the university of michigan,u of m,estados unidos
the university of michigan,tum,estados unidos
the university of michiga,tum,estados unidos
the university of memphis,u of m,estados unidos
the university of melbourne,um,australia
the university of melbourne,melbourne,australia
the university of sheffield,tus,reino unido
the university of sheffield,su,reino unido
the university of sheffield,sheffield,reino unido
the university of sheffield,sheff,reino unido
the university of sheffield,invalid,reino unido
the university of reading inglaterra,reading,indonesia
the university of reading,ur,reino unido
the university of reading,reading,inglaterra/reino unido
the university of queensland,uq,australia
the university of oxford,uo,reino unido
the university of oklahoma,ou,estados unidos
the university of oklahoma,invalid,estados unidos
the university of nottingham inglaterra,univnottinghan,reino unido
the university of nottingham inglaterra,uni,reino unido
the university of north carolina at ch,uncch,estados unidos
the university of newcastle,unewcastle,australia
the university of texas at arlington,uta,estados unidos
the university of tennessee at knoxville,utk,estados unidos
the university of tennessee,ut,estados unidos
the university of tennessee,tennessee,estados unidos
the university of tenessee,univten,estados unidos
the university of sydney,uts,australia
the university of sydney,usydney,australia
the university of sydney,usyd,australia
the university of sydney,us,australia
the university of sussex at brigthon,sussex,reino unido
the university of sussex,usussex,reino unido
the university of sussex,us,reino unido
the university of southhampton,soton,reino unido
the university of southampton,usoton,reino unido
the university of sheffield,us,estados unidos/reino unido
the university of sheffield,uk,reino unido
the university of vermont,uvm,estados unidos
the university of tulsa,utulsa,estados unidos
the university of tokyo,ut,japao
the university of tokyo,u tokyo,japao
the university of tokyo,todai,japao
the university of tokyo,invalid,japao
the university of tokushimo,ut,japao
the university of tokushima,ut,japao
the university of tokushima,invalid,japao
the university of texas at dallas,utd,estados unidos
the university of texas at dallas,invalid,estados unidos
the university of texas at austin,utexas,estados unidos
the university of texas at austin,utaustin,estados unidos
the university of texas at austin,uta,estados unidos
the university of texas at austin,ut,estados unidos
the university of texas at austin,invalid,estados unidos
theologische fakultat erlangen,unierlangen,alemanha
the wright institute,invalid,estados unidos
the wellcome trust sanger institute,invalid,reino unido
the victoria university of manchester,vum,estados unidos/reino unido
the victoria university of manchester,umist,reino unido
the victoria university of manchester,um,reino unido
the university system of maryland office,invalid,estados unidos
the university os tennessee,utk,estados unidos
the university of york,uoy,reino unido
the university of wollongong,uw,australia
the university of wisconsin at madison,uwm,estados unidos
the university of western ontario,uwo,canada
the university of western australia,uwa,australia
the university of warwick,uw,reino unido
the university of virginia s college at wise,invalid,estados unidos
the university of virginia,uva,estados unidos
tierarztliche hochschule hannover,tiho hannover,alemanha
tierarztliche hochschule hannover,tiho,alemanha
tierarztliche hochschule hannover,tho,alemanha
tierarztliche hochschule hannover,thh,alemanha
tierarztliche hochschule,tiho,alemanha
tierarztliche hochschule,th,alemanha
tierartzliche hochschule hannover,tiho,alemanha
tierartliche hochschule hannover,tiho,alemanha
tierarstliche holschule hannover,tiho,alemanha
tieraetliche hochschule hannover,tiho,alemanha
tieraertztliche hochscule hannover,tihohannover,alemanha
tieraertzliche hochschule hannover,tiho,alemanha
tieraertzliche hochschule hannover,thh,alemanha
tiearztliche hochschule hannover,tiho,alemanha
tiarztliche hochschule hannover,thh,alemanha
thin film electronics,tfe,invalid
tokai university school of medicine,tokai sm,japao
tokai university school of medicine,tokai,japao
tokai university,tu,japao
tokai university,invalid,japao
tohoku univerty,tohoku dai,japao
tohoku university,utohoku,japao
tohoku university,tu,japao
tohoku university,tohokudai,japao
tohoku university,tohoku,japao
tohoku university,th,japao
tohoku university,invalid,japao
tierarztlichen hochschule hannover,tiho,alemanha
tierarztlichen hochschule hannover,thh,alemanha
tierarztliche hochschule hannover,uthh,estados unidos
tierarztliche hochschule hannover,tth,alemanha
tierarztliche hochschule hannover,tihohannover,alemanha
tokyo university of fiseries dep biociencies,tokyo,japao
tokyo university,tu,japao
tokyo university,todai,japao
tokyo metropolitan university,tokyo,japao
tokyo metropolitan university,tmu,japao
tokyo medical and dental university,tokyo medical,japao
tokyo medical and dental university,tmdu,japao
tokyo medical and darte universty,tmdu,japao
tokyo institute of tecnology,titech,japao
tokyo institute of technology titech japao,titech,japao
tokyo institute of technology ookayama campus,tit,japao
tokyo institute of technology,tokyo tech,japao
tokyo institute of technology,titech,japao
tokio institute of technology,titech,japao
tokai university school of medicine,tusm,japao
trinity college dublin the university of dublin,tcd,irlanda
trinity college dublin,tcd,irlanda
trent university,tu,canada
toyama medical and pharmaceutical university,tmpu,japao
toulouse iii paul sabatier,ut iii,franca
toulouse ii,toulouse,franca
toulouse,utl,franca
tomsky state university,ut,russia
tomsk state university,tsu,russia
tomsk state university,tomsk,russia
tomsk state university,tgu,russia
tomsck state university,tsu,russia
tokyo university of marine science and technology,tumsat,japao
tokyo university of fisheries tuf japao,tuf,japao
tokyo university of fisheries dep biociencies,tuf,japao
tokyo university of fisheries,tuf,japao
turun yliopisto,utu,finlandia
turku school of economics and management,tsem,finlandia
tulane university of louisiana,tul,estados unidos
tulane university,tulane,estados unidos
tulane university,invalid,estados unidos
tufts university boston,invalid,estados unidos
tufts university,invalid,estados unidos
tubingen university,tu,alemanha
tubingen,ut,alemanha
tu clausthal technische universitat clausthal,tuclausthal,alemanha
tu clausthal technische universitat clausthal,tctuc,alemanha
tu claustall,tuc,alemanha
tu berlin,tu berlin,alemanha
tsinghua university,thu,china
trinity college hartford,invalid,estados unidos
ucl university college of london,ucl,reino unido
uba arg,uba arg,argentina
ub,ub,romenia
u stanford,us,estados unidos
u reino unido,cambridge,reino unido
u quebec,u quebec,canada
u politecnica de turin,polito,italia
u paris,u paris,franca
u london,ul,reino unido
u cranfield,cclt,reino unido
u cordoba,u cordoba,argentina
u chicago,uc,estados unidos
u cambridge,cambridge,reino unido
u california,uc,estados unidos
u c berkeley,ucb,estados unidos
tuskegee university,invalid,estados unidos
ueve,ueve,franca
ueauk,ufscar,estados unidos
ue vermilion energy inc hungary,invalid,hungria
ue instituto nacional de saude publica,insp,cabo verde
ue fraunhoferinstitut fur windenergie und energiesystemtechnik institutsteil kassel,iwes,alemanha
ue facultad de ciencias economicas y empresariales,invalid,espanha
ue enedis dr lorraine,invalid,franca
ue centro para el desarrollo de la investigacion cientifica,cedic,paraguai
ue albert einstein college of medicine,invalid,estados unidos
ud technische universitat dortmund,ud,alemanha
ucomplutense de madrid,ucm,espanha
ufsm universidada de leon,ufsm leon,espanha
ufr de philosophie universite de paris i,ufrp,franca
umist,umist,reino unido
ulyanovsk state university,usu,russia
ulm universitat,ulm,alemanha
ukrainische freie universitat munchen,ufu,alemanha
uk universitat kiel christianalbrechts,uk,alemanha
uiversity of london,ul,reino unido
uiversidade de barcelona,ub,espanha
uinversidade de oxford,uo,reino unido
uiniversity of wisconsin at madison,uwm,estados unidos
uiniversity of georgia,uga,estados unidos
uiniversity of georgia,ufga,estados unidos
uiniversidad de las islas baleares,uib,espanha
ug university of glamorgan,ug,reino unido
unesp araraquara e ulp franca,ulp,franca
uned universidad nacional de educacion a distancia madri,uned,espanha
unc chapel hill,unc,estados unidos
unam,unam,mexico
un westfaelis willelms,uww,alemanha
un of north carolina,un carolina,estados unidos
un londres king s college,ulkc,reino unido
un iversite de bretagne occidentale,invalid,franca
umminnes university of minnesota,umminnes,estados unidos
umist university of manchester institute of science and te,umist,reino unido
uniersidad de valladolid,uv,espanha
unidersidade federal de novosibirsk,ufn,russia
unidade livre de bruxelas,ulb,belgica
unicersidade de tubijen,ut,alemanha
unicamp insa toulouse,unicamp insa,franca
uni paris i sorbonne,sob,franca
uni de laval,ulaval,canada
union university,invalid,estados unidos
unileon universidad de leon,unileon,espanha
uniiversity of victoria,uv,canada
uniiversity of manchester institute of science and technolog,umist,reino unido
uniiversidade of east anglia,uea,reino unido
unievrsite parisest pucrio,upe pucri,franca
uniersite paris vii,paris vii,franca
uniersitat wieburg,uw,alemanha
uniersitat karlruhe,uk,alemanha
uniersitat kaiserslautern,unk,alemanha
uniersita karlova,uk,ucrania
uniersidade de nancy 02,udn,franca
univ aachen,ua,alemanha
univ,ues,estados unidos
uniuon social addieo,usa,estados unidos
united states university,usu,estados unidos
united states department of agriculture houma,usda,estados unidos
united states department of agriculture,usda,estados unidos
united stastes department of agriculture,usda,estados unidos
united kingdom university,uku,reino unido
unitad state forest service,usfs,estados unidos
uniservity of florida,uf,estados unidos
uniservite sorbonne,us,franca
unisersity of sheffield,us,reino unido
unis des saarlandes,us,alemanha
unirsidade de hannover,tiho,alemanha
unioversita degli stusi di lecce,unile,italia
univ complutense de madrid,ucmadrid,espanha
univ claude bernard lyon1,ucblyon1,franca
univ catolique louvain,ucl,belgica
univ catolica da america,uca,estados unidos
univ california of berkeley,uc berkeley,estados unidos
univ california los angeles,ucla,estados unidos
univ california los angeles,uc,estados unidos
univ california davis,ucdavis,estados unidos
univ california davis,ucd,estados unidos
univ california berkeley,uc berkeley,estados unidos
univ ca foscari venezia univ charles de gaulle lille,ucg,italia
univ britsh columbia,ubc,canada
univ britsh columbia,invalid,canada
univ bretagne occidentale brest,ubo,franca
univ braunschweig,tub,alemanha
univ aix marselle,urm,franca
univ de cambrigde e animal health trust,ucaht,reino unido
univ de cambridge,invalid,reino unido
univ de bourgogne e institut francais du petrole,ub,franca
univ da california san diego,ucsd,estados unidos
univ da california los angeles,ucla,estados unidos
univ da california los angeles,uca,estados unidos
univ da california los angeles,uc,estados unidos
univ da california irvine,ui,estados unidos
univ da california irvine,uc irvine,estados unidos
univ da california berkeley,ucb,estados unidos
univ da california berkeley,uc berkeley,estados unidos
univ da california berkeley,uberk,estados unidos
univ da california,uc berkeley,estados unidos
univ da california,uc berkele,estados unidos
univ d orleans,uo,franca
univ d aix marseille ii,um,franca
univ de paris i pantheon sorbonne,iedes,franca
univ de paris,upx,franca
univ de moscou,um,russia
univ de montreal,invalid,canada
univ de marselha,um,franca
univ de manchester,invalid,reino unido
univ de londres,ul,reino unido
univ de londres,londres,reino unido
univ de londres,invalid,reino unido
univ de illinois,invalid,estados unidos
univ de heidelberg,uh,alemanha
univ de hamburgo,unh,alemanha
univ de grenoble,invalid,franca
univ de granada fac de ciencias,ug,espanha
univ de estocolmo,ue,suecia
univ de chicago,uc,estados unidos
univ federal de pe universite de la mediterranee,ufpe umed,franca
univ eberhardkarls,uek,alemanha
univ de wisconsin madison,uw,estados unidos
univ de wisconsi madison,madison,estados unidos
univ de southampton,us,reino unido
univ de rochester,invalid,estados unidos
univ de princeton,invalid,estados unidos
univ de paris x,upx,franca
univ de paris x,paris x,franca
univ de paris sud orsay,upso,franca
univ de paris iv,up,franca
univ de paris i sorbonne,u p,franca
univ lausanne,unil,suica
univ kentucky,kentucky,estados unidos
univ karlsruhe,uk,alemanha
univ jagiellonski,uj,polonia
univ imperial colege of london,uicl,reino unido
univ illinois,univ illinois,estados unidos
univ illinois,uiuc,estados unidos
univ illinois,uiu,estados unidos
univ illinois,ui,estados unidos
univ illinois,invalid,estados unidos
univ illinois,illinois,estados unidos
univ heinisch heine dusseldorf nordrheinwesfalia,uhhd,alemanha
univ freiburg,uf,alemanha
univ frankfurt,invalid,alemanha
univ for health sciences medical informatics and technology,umit,austria
univ for healt sciences medical informatics and technology,umit,austria
univ of california,uc,estados unidos
univ of california,invalid,estados unidos
univ nacional de la plata,unlp,argentina
univ montpellier ii,montpellier ii,franca
univ minnesota,um,estados unidos
univ michigan,um,estados unidos
univ maryland,um,estados unidos
univ manchester,um,reino unido
univ luminy marseille,luminy,franca
univ ludwig maximilians,ulm,alemanha
univ ludwig maxilmilians,ulm,alemanha
univ louis pasteurstrasbourg,univlp,franca
univ louis pasteur,invalid,franca
univ loughborough,ul,reino unido
univ londr,ul,reino unido
univ leiden,invalid,holanda
univ of new south wales,unsw,australia
univ of miami,rsmas,estados unidos
univ of massachusetts,amherst,estados unidos
univ of manchester institute of science and technology,umist,reino unido
univ of london londres,ul,reino unido
univ of london imperial college,ulondon,reino unido
univ of london imperial college,ulic,reino unido
univ of london imperial college,ucil,reino unido
univ of london imperial college,icl,reino unido
univ of london imperial college,ic,reino unido
univ of london,invalid,reino unido
univ of illinois at urbanachampaign,ui,estados unidos
univ of illinois at urbana champaign,uiuc,estados unidos
univ of illinois at urbana,ui,estados unidos
univ of california,univ,estados unidos
univ of california,ucla,estados unidos
univ paris xi orsay,invalid,franca
univ paris x nanterre,up,franca
univ paris vii,upvii,franca
univ paris vii,up,franca
univ paris vii,u paris vii,franca
univ paris sorbonne,ups,franca
univ paris ix,up,franca
univ paris,uparis,franca
univ paris,invalid,franca
univ oxford,invalid,reino unido
univ of wiscosin,uw,estados unidos
univ of wisconsinmadison,uw,estados unidos
univ of western ontario,uwo,canada
univ of waterloo,uw,canada
univ of toronto,ut,canada
univ of rhode island,uri,estados unidos
univ texas med school,utms,estados unidos
univ tecnica de clausthal,utc,alemanha
univ tecn clausthal,utc,alemanha
univ st andrews,ustandrews,escocia
univ southampton,us,reino unido
